id,created_at,source,clean_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,hashtags,user_mentions,place,place_coord_boundaries
178,Thu Jun 17 08:29:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",la MANIA delle auto elettriche per le quali vengono investiti centinaia di miliardi perch costa di tutta l'infrastruttura .. non serve un tubo per le emissioni di Co2se tutte le auto del mondo diventassero elettriche il CO2 emesso cala dell 1 non c solo la `` pandemia '',0,0,it,0,0,FrGeezer,123494,1215,1470,,gzibordi,,
179,Thu Jun 17 08:29:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Adhi Vadu Ah roje delete chesadra Pilla Pogo .. Ila Stage meedha Ummina kuda Nka Pakkanodi Records Cheppukuni Bathike meere Matladali,0,0,et,0,0,DhoniSathwik,73121,3128,2448,,TWTM__,,
180,Thu Jun 17 08:29:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",know better someone suffered wrong label wo n't stand others face much worse Disappointed n't even describe I 'm feelingBala kuda kudhinnahves aniyaa kurany ey,-0.2875,0.6875,en,0,0,yalouq,577,40,133,,"Layuhim2_, siruarts, siruarts",,
181,Thu Jun 17 08:30:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Float Financing help mobile money dealers accessing working capital offers short term financing aimed improving number transactions agent make month automatically improves interest,0.05,0.15,en,0,0,uwizeyeblair,75366,13163,6211,,IanFirmino,,"Kampala, Uganda"
182,Thu Jun 17 08:30:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",If every passenger car world switched electric vehicle tomorrow global CO2 emissions would decline .That 's EVs unappreciated carbon footprint,0,0,en,0,0,FrGeezer,123495,1215,1470,,Mangan150,,
183,Thu Jun 17 08:30:03 +0000 2021,"<a href=""https://www.trainbeacon.co.uk"" rel=""nofollow"">Train Beacon Augmented Reality</a>",What next car train Passenger train journeys contribute less UKs annual greenhouse gas emissions On learn importance rail delivering low-carbon future Britain,-0.055555556,0.063888889,en,0,0,TrainBeacon,227454,2750,4449,,RailDeliveryGrp,,🚉 🍏App Store & Google Play
184,Thu Jun 17 08:30:06 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",people Englands largest carbon store peat beneath countrys huge grouse moor estates Im delighted allegedly become factor investment decisions grouse moors If one please restore peat amp rewild,0.333333333,0.566666667,en,0,0,FollowingFX,32068,791,829,,guyshrubsole,,"Yorkshire, UK"
185,Thu Jun 17 08:30:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Miru long run Lo AA/RC records pattukostaro day Lo PK records pattukostaro tiskurandi ra banisa batch ... Aa record tisina daridapullo kuda vundaru ..,-0.05,0.4,fi,0,0,7781Ssb,5169,188,148,,Rebelismm,,"Vishakhapatnam, India"
186,Thu Jun 17 08:30:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Valla ayya nea PAN Indian Level Lo mingonidiki ram Hassan oka lekka .... Family heroes records yenni thavvina disaster saaho ni kuda beat cheyaleru,0,0,et,0,0,___T_I_L_A_K___,95052,1404,212,,Rebelismm,,
187,Thu Jun 17 08:30:09 +0000 2021,"<a href=""http://doobs.tk"" rel=""nofollow"">Doobs fintech</a>",Les acteurs historiques de la finance doivent innover et surprendre Ce rle qui tait rserv aux jeunes pousses convainc finalement toute l'industrie vous raconte ce tournant,0,0,fr,0,0,JeanDoobs,463865,1908,148,,eficiens,,"Gironde, Aquitaine"
188,Thu Jun 17 08:30:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I sure people understand irony UK-AUS trade deal impact carbon footprint Glasgow hosting world COP26 summit,0.5,0.888888889,en,0,0,roblwilson,1156120,3287,257,,rainie1410,,Scotland
189,Thu Jun 17 08:30:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The mobile money dealers agents log consent USSD terms conditions give em access USSD platform .. The dealer shall select right anchor access loan limit,0.285714286,0.535714286,en,0,0,uwizeyeblair,75367,13163,6211,,"Naj_Daniell, UgEquityBank",,"Kampala, Uganda"
190,Thu Jun 17 08:30:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Adhi Vadu Ah roje delete chesadra Pilla Pogo .. Ila Stage meedha Ummina kuda Nka Pakkanodi Records Cheppukuni Bathike meere Matladali,0,0,et,0,0,Yaghnesh1,113624,1068,1620,,TWTM__,,
191,Thu Jun 17 08:30:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My dad sent Ghc1200 momo pay school fees Ghc1000 I wanted buy Ghc airtime.To kill boredom pls sell kidney missed 'full stop,0.35,0.55,en,0,0,1Obama_,57289,8395,5376,,Kilikhid,,Near us
192,Thu Jun 17 08:30:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Macam-macam bentuk selaput dara Elastisitas bentuk ketebalan amp ukurannya berbeda-beda.Selaput dara bisa robek TANPA sexual intercourse dari naik sepeda naik kuda gymnastics dll Darah yg keluar pas penetrasi juga ga selalu karena hymen bs karena vaginal wall,0.5,0.833333333,in,0,0,AcidSekali,5230,58,100,,senjatanuklir,,
193,Thu Jun 17 08:30:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The Netherlands proud sponsor conference June Join innovative Startups collaborate global executives future financial industry,0.26,0.425,en,0,0,dutch_travel,16357,3958,5002,Dutch,"NLinAtlanta, FintechSouth",,Amsterdam Amersfoort Eindhoven
194,Thu Jun 17 08:30:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Telugu states Following .. MB Mega family Individual ga lekkesthe MB NTR PB gt gt PK yelluga dinchalani chusthunna Mega tharam avvatle Adi Stamina,0,0.25,et,0,0,MaheshR35523538,12111,362,437,,Killer_Kanchi,, India
195,Thu Jun 17 08:30:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Baahubali ani filters eskunnapude meka la manda sagam sachindi inka Saaho gurinchi enduku cricket Team head jeevitam lo touch cheydam kuda doubte ellu kuda matladetolle chal,0,0,et,0,0,VinodVvc13,71553,696,126,,DhonifiedRebel,,
196,Thu Jun 17 08:30:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Last Year Bday Trend Madhyalo Valla Co-fan chanipoyaru ane baadhalo unte Babu wishes tho Andhari Face lo smile patkochadu .. Trend lekapoina e wishes chaalu Ani andharu happy feel ayyaruAayana Character Gurinchi Matlade Hakku okka PK fan ki kuda ledhu,0.366666667,0.388888889,et,0,0,AsHoK_MB_Devote,98027,703,428,,TWTM__,,
197,Thu Jun 17 08:30:33 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Zvimwe zvinhu zvamunokoshesawo spending time productive things pane kuda kudzingisa basa vanhu vanogona kuita basa ravo mean time motisvitsirawo Kuna president,-0.3125,0.6875,und,0,0,NcubeKuthula,26,11,82,,"chaitemura1, nickmangwana, edmnangagwa",,
198,Thu Jun 17 08:30:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Float Financing help mobile money dealers accessing working capital offers short term financing aimed improving number transactions agent make month automatically improves interest,0.05,0.15,en,0,0,EllyArinda_,52426,12301,8349,,IanFirmino,,"Kampala, Uganda"
199,Thu Jun 17 08:30:35 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",I n't want meat Australia Besides ghastly animal welfare standards low quality meat compared EU UK meat 's inescapable fact reducing carbon footprint But farmers protesting,0,0.3,en,0,0,karen51915938,49923,396,276,,artemis0801,,
200,Thu Jun 17 08:30:37 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",meeda yedche valladi naa drushtilo asala brathuke kaadhu ... Jealousy tho kadupu mandi yedavadam thappa darling ni hate Cheyyaniki okka reason kuda undadu,-0.8,0.9,et,0,0,Raj37040633,2573,25,19,Prabhas,NanduChowdary21,,
201,Thu Jun 17 08:30:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",welkin moon giveaway bc finally money -u got ta fine logging account giving venmo-mobile/pc -like rt follow would appreciated fb accs similar interests -reply ur fave character xtra entry-ends june th,0.154166667,0.5,en,0,0,razorluvr,725,29,47,,siilveon,,liyue
202,Thu Jun 17 08:30:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mass Following Lo NTR gt gt RC Man Of Masses Kooda NTR Ke Suitable Note Nenu RC Mutual Fan Kadu Em Eekuntavo Ekko ...,0.275,0.425,in,0,0,Tarak_Tweeter,51691,785,722,,CultIsRising,,India
203,Thu Jun 17 08:30:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",News La peut vous aider mieux comprendre vos clients `` Nous avons cr cette mini-srie pour montrer les applications concrtes de la Data Science la rendre accessible et comprhensible en min '',0.375,0.375,fr,0,0,invyo_,7959,2557,3148,"fintech, data","FranceFintech, invyo_",,world
204,Thu Jun 17 08:30:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mass following loNtr gt gt gt gt gt gt rcMAN OF MASSES NTR NOTE Nenu evariki mutual ni kadhu ntr midha troll posts kuda vesa .. But facts oppukovali,0,0.1,in,0,0,puresolemb,13059,0,2,,urstrulyram9999,,
205,Thu Jun 17 08:30:46 +0000 2021,"<a href=""https://Eco1stArt.com"" rel=""nofollow"">Eco Promotions</a>",Great see tackling committed reducing carbon footprint Recently university upgraded West North rooms LED lighting reducing annual carbon emissions tonne,0.4,0.5,en,0,0,Eco1stArt,237154,4358,582,ClimateChange,"SalixFinance, UniofBath",,USA
206,Thu Jun 17 08:30:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",National Service OpportunityA Fintech company currently looking National Service Personnel Client Services Unit.An undergraduate degree field apply Applicants must final year studies,0,0.7,en,0,0,Datz_Vincent,12698,1461,1269,,anarfi_siaw,,Ghana
207,Thu Jun 17 08:30:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Brilliant piece todays Herald In addition economic fallout impact culture creativity amp employees mental health given enough airtime Closed offices confusing city centres continue toil,0.1,0.4,en,0,0,BIGPartnership,7971,8385,3551,,"allanbarr, ScottWWright",,4 offices across the UK.
208,Thu Jun 17 08:30:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Float Financing help mobile money dealers accessing working capital offers short term financing aimed improving number transactions agent make month automatically improves interest,0.05,0.15,en,0,0,wanamdynasty24,22920,7933,7207,,IanFirmino,,256
209,Thu Jun 17 08:30:52 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Indeed even solution using wasted sources energy like produced etc people live base naturally difficult conditions.Thanks nice meme issue,-0.152727273,0.7,en,0,0,ben_campana,2837,718,103,"bitcoin, volcanoes, wind, wave",ronnie_184,,"San Francisco, CA"
210,Thu Jun 17 08:30:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",It 's realizing everyone equal access essential financial tools team set build -- today raised US 10million funding startup revolutionizing space,0,0.183333333,en,0,0,SarwaCo,978,2546,24,,"EntMagazineME, ChahwanMark",,"Dubai, United Arab Emirates"
211,Thu Jun 17 08:30:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mass Following Lo NTR gt gt RC Man Of Masses Kooda NTR Ke Suitable Note Nenu RC Mutual Fan Kadu Em Eekuntavo Ekko ...,0.275,0.425,in,0,0,puresolemb,13060,0,2,,CultIsRising,,
212,Thu Jun 17 08:30:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0,0,ja,0,0,BfcSP1IpzbVqhcV,26342,671,247,,miyakosyn_35201,,日本
213,Thu Jun 17 08:30:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Adhi Vadu Ah roje delete chesadra Pilla Pogo .. Ila Stage meedha Ummina kuda Nka Pakkanodi Records Cheppukuni Bathike meere Matladali,0,0,et,0,0,sarileru1231,38046,4747,2186,,TWTM__,,Hyderabad India
214,Thu Jun 17 08:31:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Macam-macam bentuk selaput dara Elastisitas bentuk ketebalan amp ukurannya berbeda-beda.Selaput dara bisa robek TANPA sexual intercourse dari naik sepeda naik kuda gymnastics dll Darah yg keluar pas penetrasi juga ga selalu karena hymen bs karena vaginal wall,0.5,0.833333333,in,0,0,chxuppachuu,49908,1485,2104,,senjatanuklir,,she/her | Indonesia
215,Thu Jun 17 08:31:03 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",similar realization month ago I ca n't imagine I 'll fly holiday least whenever genuinely low-carbon alternatives appear unexpectedly n't feel like sacrifice,0.2,0.64,en,0,0,marta_ra_matos,1230,249,325,,NiranjanAjit,,"Copenhagen, Denmark"
216,Thu Jun 17 08:31:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Oggi al organizzato da e parliamo di `` Low Carbon Mobility The energy evolution transport '' Con,0,0.3,it,0,0,EssoItaliana,880,2946,175,webinar,"unem_it, EssoItaliana, SAFE_energia",,"Roma, Italia"
217,Thu Jun 17 08:31:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",`` I ask pays `` Andrew Neil challenges Rishi Sunak cost Government 's net zero carbon emissions target includes replacing household gas boilers,0,0,en,0,0,SHollemans,60652,345,146,,GBNEWS,,"The Hague, The Netherlands"
218,Thu Jun 17 08:31:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",meeda yedche valladi naa drushtilo asala brathuke kaadhu ... Jealousy tho kadupu mandi yedavadam thappa darling ni hate Cheyyaniki okka reason kuda undadu,-0.8,0.9,et,0,0,failure2143,17447,37,39,Prabhas,NanduChowdary21,,
219,Thu Jun 17 08:31:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The right topic nationwide discussion While much world including turns increasingly embark uncosted speculative experiment history This needs right reasoned sensible deliverable affordable,0.257142857,0.423809524,en,0,0,KaranLeMay1,132111,562,127,"EU, Coal",cmackinlay,,
220,Thu Jun 17 08:31:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",First last warning .. Inkosari families joliki pothe First evartho start chesthano kuda telidhu nv aapina nen Aapanu,0.166666667,0.244444444,et,0,0,Besthavamsi12,38162,563,101,,TWTM__,,"Bengaluru, India"
221,Thu Jun 17 08:31:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I n't want meat Australia Besides ghastly animal welfare standards low quality meat compared EU UK meat 's inescapable fact reducing carbon footprint But farmers protesting,0,0.3,en,0,0,clairerendall1,26444,6062,5860,,artemis0801,,Bath London Sydney
222,Thu Jun 17 08:31:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",studio layout dire lol2 `` net zero '' dangerous prospect absolutely idea 're getting,-0.133333333,0.6,en,0,0,The_Rabbit_Boy,24089,276,424,,inDUPEitably,,Johannesburg
223,Thu Jun 17 08:31:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",launched years aina MLA kuda kaledu Next gen elections Appatiki yrsMLA kaavadanike years padite MLA ayi opposition floor leader avvadaniki enni years teeskuntav akkadinunchi CM post ki inkenni years teeskuntav,0,0,et,0,0,athadochadu1620,7683,89,412,Janasena,OkkadiFanIkada,,
224,Thu Jun 17 08:31:28 +0000 2021,"<a href=""https://booksaboutbitcoin.com"" rel=""nofollow"">booksbitcoin</a>",,0,0,und,0,0,BooksBitcoin,18431,319,20,"icifdb, lawyer, law, defi, fintech, bitcoin, bitcoinmining, bitcoinnews, bitcoins, bitcointrading, blockchain, btc, business",fraud_db,,
225,Thu Jun 17 08:31:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Restoring degraded land helps biodiversity recover locks away carbon lessening impacts climate change Land restoration simple inexpensive accessible,0.1875,0.366071429,en,0,0,PootharaVK,73,0,17,,UNEP,,भारत
226,Thu Jun 17 08:31:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The mobile money dealers agents log consent USSD terms conditions give em access USSD platform .. The dealer shall select right anchor access loan limit,0.285714286,0.535714286,en,0,0,wanamdynasty24,22922,7933,7207,,"Naj_Daniell, UgEquityBank",,256
227,Thu Jun 17 08:31:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This mini clever knife forged high carbon steel It makes kitchen work easier sharp blade It comes sheath pocket This Ugandan made Sold k,0.067222222,0.707777778,en,0,0,Majozcraft,26361,8012,5401,,"brintonmarcus, BambaForge",,"Kampala, Uganda"
228,Thu Jun 17 08:31:35 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",welkin moon giveaway bc finally money -u got ta fine logging account giving venmo-mobile/pc -like rt follow would appreciated fb accs similar interests -reply ur fave character xtra entry-ends june th,0.154166667,0.5,en,0,0,baaluvr,11933,634,403,,siilveon,,🗯️ . . . Ae She !? ✿ eng / fil OK !! 
229,Thu Jun 17 08:31:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mb Box -Office Wise Ok But Fan Base Lo Ite Tier-2 Kindha Consider Cheyachhu Box -Office Fanbase AnydayNani gt gt gt gt gt mahesh babuAh Box Office Records Kuda Mana ba raju kitty thatha Mafia Gurinchi Telisindhe GaNen RC MB Mutual nani cult hater nenu,0.133333333,0.8,en,0,0,Charanrcfanboy,30256,878,887,,AnilKumrRCVK,,india
230,Thu Jun 17 08:31:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Miru long run Lo AA/RC records pattukostaro day Lo PK records pattukostaro tiskurandi ra banisa batch ... Aa record tisina daridapullo kuda vundaru ..,-0.05,0.4,fi,0,0,LFollwers,107581,3412,359,,Rebelismm,,"Kurnool, India"
231,Thu Jun 17 08:31:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hrs Teaser likes Records From Sgs Bday Teaser NkpSgs 2nd Teaser Jg KtmJlkAgvSaahoRRR- Ram CharanRRR- Ntr Okka Teaser record ledhu Villa bathukki Ads veskuni Kalyan Ram Record kotinatu Views record veskuntaru villu kuda youtube gurinchi matladtam,0,0,tl,0,0,Vasanth_Tani,4088,14,105,,RusthumHere,,
232,Thu Jun 17 08:31:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Macam-macam bentuk selaput dara Elastisitas bentuk ketebalan amp ukurannya berbeda-beda.Selaput dara bisa robek TANPA sexual intercourse dari naik sepeda naik kuda gymnastics dll Darah yg keluar pas penetrasi juga ga selalu karena hymen bs karena vaginal wall,0.5,0.833333333,in,0,0,choimanjiro,20361,1509,2020,,senjatanuklir,,VALHALLA
233,Thu Jun 17 08:31:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Over Illinois power generation comes via To provide equal subsidies Illinois fuelled power plants would travesty massive loss clean carbon free energy favour coal power,0.191666667,0.6875,en,0,0,re_search7AD5,1592,74,919,"NuclearEnergy, uranium",patrickadownes,,"Santa Cruz de Tenerife, Spain"
234,Thu Jun 17 08:31:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",You clueless I I nothing like `` consolidate wealth power ultra wealthy '' I spend time getting better electric car batteries lower carbon aviation fuel better primary care cardiology better housing market I hard stuff,0.351388889,0.590277778,en,0,0,rajmenon,24331,348,279,,vkhosla,,Bombay
235,Thu Jun 17 08:32:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",I booked Voltas new deep freezer Rs Shipped old deep freezer Of Voltas n't make new product return money buy another company deep freezer Rakesh PanchalMobile,0.062121212,0.384848485,en,0,0,sabtimes,457,48,132,,sabtimes,,India
236,Thu Jun 17 08:32:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I n't want meat Australia Besides ghastly animal welfare standards low quality meat compared EU UK meat 's inescapable fact reducing carbon footprint But farmers protesting,0,0.3,en,0,0,F__CKTHETORIES,46017,566,1455,,artemis0801,,The hellhole the UK has become
237,Thu Jun 17 08:32:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",people Englands largest carbon store peat beneath countrys huge grouse moor estates Im delighted allegedly become factor investment decisions grouse moors If one please restore peat amp rewild,0.333333333,0.566666667,en,0,0,OccupyLondon,74597,59417,3680,,guyshrubsole,,London
238,Thu Jun 17 08:32:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Our new electric refuse collection vehicle launched March.The vehicle reduce carbon emissions approximately -35 tonnes per year compared standard non-electric vehicle,-0.087878788,0.351515152,en,0,0,jessicamordenmp,8801,13477,2971,,NewportCouncil,,Newport 
239,Thu Jun 17 08:32:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Macam-macam bentuk selaput dara Elastisitas bentuk ketebalan amp ukurannya berbeda-beda.Selaput dara bisa robek TANPA sexual intercourse dari naik sepeda naik kuda gymnastics dll Darah yg keluar pas penetrasi juga ga selalu karena hymen bs karena vaginal wall,0.5,0.833333333,in,0,0,monicaasmithaa,25927,309,446,,senjatanuklir,,
240,Thu Jun 17 08:32:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hrs Teaser likes Records From Sgs Bday Teaser NkpSgs 2nd Teaser Jg KtmJlkAgvSaahoRRR- Ram CharanRRR- Ntr Okka Teaser record ledhu Villa bathukki Ads veskuni Kalyan Ram Record kotinatu Views record veskuntaru villu kuda youtube gurinchi matladtam,0,0,tl,0,0,SATYADHFPSPK,39394,1622,1320,,RusthumHere,,vizag
241,Thu Jun 17 08:32:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Licking emundi MB Businessman N BAN Khaleja Athidi Nijam lanti different types roles cheyagaladu NTR kuda JG Temper Yamadonga Adhurs lanti different types roles cheyyagaladu AA cheyagalada Just asking,0,0.6,in,0,0,Nikil_999,25799,1244,2198,,"KajuMBDHF, Alluavinash72",,"Nizamabad,Telangana."
242,Thu Jun 17 08:32:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1INCH token listed Thats definitely new level communication banks More exciting partnerships coming Stay tuned,0.312121212,0.584848485,en,0,0,FluxCapacitorVI,2483,74,294,BREAKING,"1inchNetwork, RevolutApp",,United States
243,Thu Jun 17 08:32:14 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",people Englands largest carbon store peat beneath countrys huge grouse moor estates Im delighted allegedly become factor investment decisions grouse moors If one please restore peat amp rewild,0.333333333,0.566666667,en,0,0,VoidpunkXenon,85368,206,643,,guyshrubsole,,The Void
244,Thu Jun 17 08:32:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Macam-macam bentuk selaput dara Elastisitas bentuk ketebalan amp ukurannya berbeda-beda.Selaput dara bisa robek TANPA sexual intercourse dari naik sepeda naik kuda gymnastics dll Darah yg keluar pas penetrasi juga ga selalu karena hymen bs karena vaginal wall,0.5,0.833333333,in,0,0,leaffyxx,3729,56,153,,senjatanuklir,,"Malang, Jawa Timur"
245,Thu Jun 17 08:32:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Box office Records Ela ayina undachu Kani craze ane vishyaniki evvadu daridapullo kuda undadu King craze,0,0,et,0,0,Naveen4PSPK,84825,936,928,,"GuruRS4545, PawanKalyan",,"Tadepalligudem,(WG dist),(AP)"
246,Thu Jun 17 08:32:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This one area UK sitting back watching big movers ... China Russia Indonesia USA ... UK contribution carbon miniscule hamstringing economy like,0,0.05,en,0,0,KaranLeMay1,132113,562,127,,richardcalhoun,,
247,Thu Jun 17 08:32:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Miru long run Lo AA/RC records pattukostaro day Lo PK records pattukostaro tiskurandi ra banisa batch ... Aa record tisina daridapullo kuda vundaru ..,-0.05,0.4,fi,0,0,Bhargav73268109,16419,360,524,,Rebelismm,,India
248,Thu Jun 17 08:33:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",So Scott Morrison n't want price carbon use money provides improve lives Australians thinks 's ok foreign governments place carbon tax products use improve lives citizens,0.1875,0.3125,en,0,0,mefergus,59729,1280,1112,,owgreally,,
249,Thu Jun 17 08:33:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Manchi edits chesthu memes esthunnavalaki K followers kuda leru Istam ochinattu morphs families ni titte veediki K followers co fans support,0,0,ht,0,0,9999_bk7781,38290,554,566,,Aaryan_in_exile,,vizag
250,Thu Jun 17 08:33:43 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",No visto que los defensores de las energas renovables muchos de ellos tan eurocentristas se quejen de esto Es ms ni siquiera visto que se comenten estas cosas Por qu ser El carbn regresa Europa ante la carencia de gas natural,0.1,0.4,es,0,0,YayoHernandezO,28758,303,651,,manuelhborbolla,,"Groningen, Nederland"
251,Thu Jun 17 08:33:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A demo missing forest JPA scholars grievances arises simply individual circumstances mismatch qualifications way economy structured around creating low-wage jobs service sector,-0.1,0.225,en,0,0,ainarhsn,18667,35,164,,audibinali,,Malaysia
252,Thu Jun 17 08:33:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ceeded break up.Remaining centers kuda tesukuvastha .. Appudu opukuntava lottery gadu amba ani,0,0,et,0,0,kumarsayzz,44828,445,570,,alwaysmohan9,,"Hyderabad, India"
